Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11096.0375604239,12317.4824277695,13604.978943194,13693.179806943,14792.2509086422,16399.3900820069,18019.6912274585,19172.5295870282,20797.7652692242
Mongolia,MNG,"Population, total",SP.POP.TOTL,3148917,3208189,3267673,3327204,3383741,3433748,3481145,3524788,3568978
Mongolia,MNG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,1.7,..,..,..,0.4,..,..,..
Mongolia,MNG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,6.8,6.2,5.5,4.9,4.8,..,..
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19356.6672508566,21083.6815338423,23705.3800229705,20624.7887553398,23689.9791090651,28049.7293227735,31862.873635118,34062.8241865953,35422.6449824931
Montenegro,MNE,"Population, total",SP.POP.TOTL,625982,626438,626753,626590,625053,623591,623529,623525,623129
Montenegro,MNE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,4.6,3.9,2.5,2.2,2.5,..,..,..,..
Montenegro,MNE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,12,12.9,13.5,14,12.9,12.3,10.4,..,..
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8115.12060546875,7801.0986328125,8046.22900390625,7704.84912109375,8623.265625,9308.556640625,9902.8056640625,10430.2490234375,11111.7080078125
Morocco,MAR,"Population, total",SP.POP.TOTL,35446392,35839760,36210898,36584208,36954442,37329064,37712505,38081173,38430770
Morocco,MAR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Morocco,MAR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1282.74965991801,1325.58695568953,1388.79707034446,1411.62040229911,1457.23540930922,1581.76710168717,1680.20873445078,1708.3035966667,1697.94109338132
Mozambique,MOZ,"Population, total",SP.POP.TOTL,28166393,29018644,29884380,30783688,31707800,32656246,33635160,34631766,35631653
Mozambique,MOZ,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,81.6,..,..,81.4,..,..,..
Mozambique,MOZ,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4706.43248949598,5581.2769545815,6101.37245765709,5740.99045843992,5178.44718217164,5731.02947916374,5958.26424874022,6006.17514543646,6011.53492175516
Myanmar,MMR,"Population, total",SP.POP.TOTL,51894938,52272247,52640713,53016522,53387102,53756787,54133798,54500091,54850648
Myanmar,MMR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,10.3,..,..,..,..,..,..,..,..
Myanmar,MMR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,22.2,25.5,29.3,32,32.7,..,..
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9887.9393548255,9853.73533646074,9609.48555672874,9354.13136713077,9709.09930646771,10661.0118776397,11247.8071969605,11697.9201596588,11985.7200318677
Namibia,NAM,"Population, total",SP.POP.TOTL,2506853,2577327,2650494,2728762,2810548,2889662,2963095,3030131,3092816
Namibia,NAM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Namibia,NAM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,55.3,56.5,57.6,57.9,57.7,56.8,55.9,..,..
Naoero,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9650.31890022601,9657.26073559414,10554.5218533653,10812.6428193461,12113.787764494,12874.2258577781,13171.9554999008,13612.0368416276,14200.486778198
Naoero,NRU,"Population, total",SP.POP.TOTL,11324,11477,11587,11643,11709,11801,11875,11947,12025
Naoero,NRU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Naoero,NRU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,29.9,29.9,29.9,..,..,..
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3604.70825949747,3956.12461094443,4260.67373190851,4235.57462326905,4546.22970006289,5102.18358728663,5399.65505811688,5745.64525192255,6175.15897150244
Nepal,NPL,"Population, total",SP.POP.TOTL,28011258,28079689,28414064,28966574,29475010,29715436,29694614,29651054,29618118
Nepal,NPL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,2.4,..,..,..
Nepal,NPL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,31.6,33.8,36.4,37.8,37.4,37,36.6,..,..
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,56037.567993606,58819.2609142584,62345.2538465433,62596.6302027524,68573.5648786447,78630.3599072098,80391.6029350952,85218.3689343246,87320.1477254029
Netherlands,NLD,"Population, total",SP.POP.TOTL,17131296,17231624,17344874,17441500,17533044,17700982,17877117,17993485,18087633
Netherlands,NLD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.2,0.1,0.1,0,0.1,..,..,..,..
Netherlands,NLD,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,5.1,5.1,4.6,4.4,4.5,5.5,7.5,..,..
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,283546,283541,283606,284176,285214,287123,289870,292639,295333
New Caledonia,NCL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,42205.9071706198,42475.2252680795,45295.8241222088,45574.965884882,48202.0913368233,54080.0485491723,54949.699278118,55793.9990422226,57350.3627657521
New Zealand,NZL,"Population, total",SP.POP.TOTL,4813600,4900600,4970300,5072400,5084600,5081700,5200000,5290000,5324700
New Zealand,NZL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,13.3,13.9,14,14.5,15.1,16.4,17.3,..,..
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6225.34702574846,5935.16693631386,5981.10876431466,6274.09456741388,7119.16874782601,7795.45560731699,8326.83840449159,8720.86923379042,9283.92301511154
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6316231,6400080,6483657,6565267,6644741,6730654,6823613,6916140,7007502
Nicaragua,NIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1226.9587833573,1272.37841849427,1367.56106521216,1486.34386700631,1587.84784907329,1847.58034360869,1902.69710752042,2044.04904937758,2177.25014417163
Niger,NER,"Population, total",SP.POP.TOTL,21435446,22188069,22947757,23717613,24502140,25311973,26159867,27032412,27917831
Niger,NER,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,59,..,..,60.5,..,..,..,..
Niger,NER,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,50,50,50.1,50.2,50.2,50.3,50.9,..,..
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7036.67414358958,7158.17107558117,7551.39380361669,7414.77495538401,7588.47885587002,8303.64193191685,8711.68686099289,9099.86943863676,9531.61073275049
Nigeria,NGA,"Population, total",SP.POP.TOTL,200254579,204938755,209485641,213996181,218529286,223150896,227882945,232679478,237527782
Nigeria,NGA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,34.2,..,..,..,41.8,..,..,..
Nigeria,NGA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,42.8,47.1,53.5,62.9,69.7,73.9,74.8,..,..
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,58871.9709502921,61572.5551251195,63726.4244981566,62835.859730555,69953.4846892959,76573.2242678601,80719.1784418153,83936.752895039,87503.8500858099
North America,NAC,"Population, total",SP.POP.TOTL,363217262,365666028,367908829,369671124,370404678,373011185,376868838,381330762,383501065
North America,NAC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1.1,1,0.9,0.3,0.3,1.2,1.1,0.9,..
North America,NAC,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,8.599784,8.0058642,7.6244955,8.2665296,7.5393429,9.7103548,10.4259698,10.6894827,..
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17161.0354680695,18460.5440872584,20222.4719203634,19962.153035286,22144.1924252732,24212.3733096953,25354.144126576,26995.5213483235,28028.5664230631
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1898657,1889051,1876262,1856124,1837114,1831712,1827816,1824359,1820909
North Macedonia,MKD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,5.6,4.3,3.9,..,..,..,..,..,..
North Macedonia,MKD,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,14.3,14.4,17.7,20.9,24,20.2,15.2,..,..
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,49959,49077,48129,47528,46979,46078,45143,44278,43541
Northern Mariana Islands,MNP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,66828.7790099243,72618.1053391628,73630.0721860814,69779.2862630574,92205.7698636049,129914.042717786,107767.977198972,105657.0339185,104043.666429243
Norway,NOR,"Population, total",SP.POP.TOTL,5276968,5311916,5347896,5379475,5408320,5457127,5519601,5572279,5610870
Norway,NOR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.3,0.3,0.2,0.3,0.2,0.3,0.2,..,..
Norway,NOR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,4.8,4.8,4.1,4.3,5.2,6.8,7.8,..,..
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..
Not classified,INX,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..
Not classified,INX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Not classified,INX,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,43837.9941397017,45552.1691703746,47570.5817937553,46740.8086032469,51208.8336430486,57187.962137387,60110.0117808511,62344.5282358954,64192.5290195702
OECD members,OED,"Population, total",SP.POP.TOTL,1348125258,1356197538,1364143219,1369306579,1371780402,1378591781,1387846131,1396826761,1402243571
OECD members,OED,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
OECD members,OED,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,33619.4988982607,37780.3308327271,37250.6110788359,35163.3281781415,38719.4587682049,42609.5810436221,41979.5975879711,41800.7841364086,42295.1761223734
Oman,OMN,"Population, total",SP.POP.TOTL,4537396,4597877,4591241,4522497,4500424,4730226,5049269,5281538,5494691
Oman,OMN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Oman,OMN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19691.3798753284,20741.7433269318,22412.7863144945,21325.8197228572,23632.4052569572,26366.0682220046,28078.9991073003,29435.9436697315,30603.52331318
Other small states,OSS,"Population, total",SP.POP.TOTL,11989367,12135267,12281907,12417333,12541889,12699005,12822134,12931878,13034928
Other small states,OSS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Other small states,OSS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7000.92315451758,7139.03071502657,7165.90094273522,6252.22494912732,6133.27337662878,7180.81206636261,7936.59949609073,8326.23496459608,8735.40490937936
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2509999,2542009,2568656,2595522,2625493,2656049,2689224,2722467,2755649
Pacific island small states,PSS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4789.53646557553,4979.3734961655,5037.53401559745,5048.0213062963,5367.27364714762,5919.33605935593,6018.94650802152,6263.186935403,6573.41613369925
Pakistan,PAK,"Population, total",SP.POP.TOTL,223273967,226928892,230800899,235001746,239477801,243700667,247504495,251269164,255219554
Pakistan,PAK,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,16.5,..,..,..,..,..,23,..
Pakistan,PAK,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,12.8,14.2,24.3,32.6,41,41.7,42.1,..,..
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17872.9168958861,18203.969912435,18576.7451553901,17701.5330429975,16312.190220013,17415.0224611906,18313.2535592192,21059.1347141726,23051.6787122681
Palau,PLW,"Population, total",SP.POP.TOTL,17812,17814,17798,17792,17783,17759,17727,17695,17663
Palau,PLW,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Palau,PLW,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,28.1,28.1,..,..
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,33533.3260079329,32463.540359127,33239.7332311641,27017.0033688951,30932.7627780514,36327.3867449699,39846.2245506562,41429.5092511481,43902.1632084954
Panama,PAN,"Population, total",SP.POP.TOTL,4098707,4167860,4234700,4293261,4345405,4400773,4458759,4515577,4571189
Panama,PAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,4.3,3.7,2.9,..,3.3,..,3.7,3.1,..
Panama,PAN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3923.17197669347,3909.91572972608,4059.82860203125,3900.18920976888,3977.44297360749,4419.49434920144,4672.27238740885,4886.53186994995,5214.768271628
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,9178714,9394513,9609010,9815746,10012896,10203169,10389635,10576502,10762817
Papua New Guinea,PNG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,57.3,57.3,57.3,..,..,..,..,..,..
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13977.3427788651,14139.0931267561,14149.5985227505,14308.8787738328,15400.9446332428,16305.6206649067,17585.0746806625,18631.6436164051,20181.4242826808
Paraguay,PRY,"Population, total",SP.POP.TOTL,6338660,6427382,6515058,6603739,6684182,6760464,6844146,6929153,7013078
Paraguay,PRY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2.4,3.1,2.4,2.6,1.9,3.2,2.4,2.1,..
Paraguay,PRY,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,15.6,21.3,24,25.3,25.9,26.2,..,..,..
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12591.8562879234,13078.2323503405,13563.5372933551,12563.3038060893,15285.7706852395,16673.6937563476,17041.5682788302,17881.8685833242,18816.1045522938
Peru,PER,"Population, total",SP.POP.TOTL,31324637,31897584,32449303,32838579,33155882,33475438,33845617,34217848,34576665
Peru,PER,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,7.3,6.1,5.4,10.3,5.2,4.8,5.9,5.1,..
Peru,PER,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,35,35.7,36.9,38.9,41.6,42.5,41,..,..
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7773.79853599024,8357.74357934219,8924.10116402887,8238.36802037457,8857.78995115514,10129.7407504053,10994.8840414773,11813.805926453,12576.9867435109
Philippines,PHL,"Population, total",SP.POP.TOTL,108119693,109465287,110804683,112081264,113100950,113964338,114891199,115843670,116786962
Philippines,PHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,8.3,..,..,8.1,..,5.3,..,..
Philippines,PHL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,41.2,42.7,40.1,37.4,33.2,32.9,..,..
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30170.2818974087,32345.1066076225,35882.3655065553,37089.3004256812,41059.5847829682,46777.5524519162,48473.0940286419,51262.5105756884,54262.4040405236
Poland,POL,"Population, total",SP.POP.TOTL,37974826,37974750,37965475,37515748,36981559,36821749,36687353,36559233,36435861
Poland,POL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.4,0.3,0.1,0.2,0.1,0.3,0.2,..,..
Poland,POL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,5.3,4.3,5.8,7.4,7.6,5.5,3.4,..,..
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,32970.8395386562,34896.7993382974,37865.5603564295,35966.712796561,38657.6677223429,45250.0152469537,49800.3476220918,52512.5651003677,53145.7317498942
Portugal,PRT,"Population, total",SP.POP.TOTL,10300300,10283822,10286263,10297081,10361831,10434332,10578174,10694681,10804871
Portugal,PRT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.4,0.4,0.2,0.6,0.3,0.2,0.4,..,..
Portugal,PRT,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,11.6,10.7,11.5,11.6,12.4,12.3,11.9,..,..
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,47917.2002572694,49962.2979159075,52370.2542762053,51537.373786735,56629.4428654399,62753.8932833714,66141.2204578245,68602.7221788617,70762.8697352539
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1107159559,1111104033,1114895817,1117003860,1116578102,1117420833,1121263972,1128299339,1132621782
Post-demographic dividend,PST,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3989.14375352913,4176.86774565947,4352.82966303927,4218.05030973207,4513.80668611347,4928.85608108048,5104.66442026997,5273.74958372838,5479.27016520918
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,919835947,945516605,971459360,997742595,1024018110,1050180429,1077143557,1104843110,1133132223
Pre-demographic dividend,PRE,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Puerto Rico (US),PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,31866.6160571769,33706.5915157959,36217.7204390287,36858.5972898583,40559.226188957,45320.1718585525,47582.5504550609,50332.9848222477,52195.5534213472
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,3410837,3290690,3302691,3281591,3262731,3220148,3203794,3202521,3184835
Puerto Rico (US),PRI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Puerto Rico (US),PRI,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,99358.3403307696,110032.713236323,107502.469793988,82149.3573751713,116832.570294098,122901.018274888,129024.806992334,126712.582876079,128882.934242572
Qatar,QAT,"Population, total",SP.POP.TOTL,2545820,2580734,2638657,2794148,2504910,2657333,2656032,2857822,2972215
Qatar,QAT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0,..,..,..,..,..,..,..,..
Qatar,QAT,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26943.28718432,29382.8866943611,33425.1219389628,34193.845654499,37534.0002643549,41979.4260140907,45981.6373404846,49076.7137157187,50895.081617639
Romania,ROU,"Population, total",SP.POP.TOTL,19588715,19473970,19371648,19265250,19122059,19048502,19061062,19051804,19020271
Romania,ROU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,4.9,3.7,3.1,2.4,2,1.5,0.7,..,..
Romania,ROU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,14.7,14.5,13.9,13.4,16.2,19.1,18.6,..,..
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25777.904296875,28628.5625,30963.853515625,31490.8046875,38638.4296875,40932.71484375,44298.67578125,47686.06640625,49568.140625
Russian Federation,RUS,"Population, total",SP.POP.TOTL,145293260,145398106,145453291,145245148,144746762,144236933,143826130,143669648,143513328
Russian Federation,RUS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,0.4,0.2,0.3,0.1,0.2,0.1,0.1,..,..
Russian Federation,RUS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,7.9,7.1,6,5.5,4.8,3.6,2.8,..,..
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1949.12266322999,2128.1982397276,2374.40565682007,2355.13640819609,2776.39276387923,3195.28136566525,3518.91850615405,3784.9629495071,4164.436605809
Rwanda,RWA,"Population, total",SP.POP.TOTL,12202060,12487996,12776103,13065837,13355260,13651030,13954471,14256567,14569341
Rwanda,RWA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,38.6,..,..
Rwanda,RWA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6280.2150045934,6318.2697728872,6638.1845475197,6451.76442222677,6350.92787033711,6908.96157777708,8202.61231371824,8750.62541028446,9318.95775945515
Samoa,WSM,"Population, total",SP.POP.TOTL,205415,207582,209780,211944,213779,215261,216663,218019,219306
Samoa,WSM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Samoa,WSM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,23.6,23.2,22.5,21.4,20.4,19.3,18.6,..,..
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,52463.4195514851,54460.9066545652,57444.1206392397,55206.5809417073,64745.1322795901,75929.4591270254,78810.3378046111,..,..
San Marino,SMR,"Population, total",SP.POP.TOTL,33825,34522,34663,34770,34252,33755,33860,33977,34109
San Marino,SMR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
San Marino,SMR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3436.31010124694,3941.03280858409,4655.48496449805,5144.53560286014,5732.69456061536,6032.7249522726,6155.05042011344,6274.34741942922,6388.47738664299
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,206970,210187,213392,217435,221961,226305,230871,235536,240254
Sao Tome and Principe,STP,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,13,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,54.6,54.6,54.6,..,..,..
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,53120.4572456269,59377.8025368768,59560.2537904546,47518.4877485153,62690.4966645929,71956.6694296826,71623.785419098,71936.2510663399,73783.5613906833
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,30977355,30196281,30063799,31552510,30784383,32175224,33702731,35300280,36973555
Saudi Arabia,SAU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,..,..,..,..,..,..,..,..,..
